release_year,duration,type_Movie,rating_G,rating_NC-17,rating_NR,rating_PG,rating_PG-13,rating_R,rating_TV-14,rating_TV-G,rating_TV-MA,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV,rating_UR,director_en,country_en,listed_in_en
2015,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[311],[82],"[6, 12, 23]"
2017,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1398],"[100, 115]","[7, 16, 28]"
1993,154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2808],[34],"[12, 29, 33]"
2017,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1824],[19],[23]
2017,104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[932],[57],[23]
2017,76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[623],[57],[23]
2016,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[184],[57],"[11, 24]"
2017,63,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[419],[0],[22]
2016,108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2097],"[20, 40, 91, 142, 160]","[12, 33]"
2000,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2789],[57],"[17, 25]"
2017,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[776],[19],[23]
2017,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1824],[19],[23]
2015,109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1165],[34],"[11, 12, 33]"
2016,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[888],[57],"[11, 16, 24]"
2017,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[929],[111],"[2, 12, 24]"
1993,122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[3266],"[27, 133, 140]","[12, 29, 33]"
2017,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1021],"[21, 115]","[12, 15, 23]"
1995,154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3266],[34],"[7, 12, 17]"
1969,152,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[373],[34],"[2, 12, 33]"
1998,161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2808],[34],"[12, 33]"
2016,123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2360],[103],"[12, 26, 33]"
2017,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1824],[19],[23]
2001,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2399],[161],"[11, 12, 33]"
2015,79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2898],[103],"[12, 23]"
2015,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[997],[103],"[7, 12, 17]"
2015,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1596],[19],"[12, 23]"
2015,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[2167],[103],"[12, 33]"
2014,143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1502],[161],"[12, 16, 24]"
2019,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2351],[57],[22]
2018,131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[777],"[57, 140]","[25, 29]"
2015,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1719],[57],"[11, 21, 26]"
2011,105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[835],"[19, 37]","[12, 33]"
2017,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2569],[57],"[2, 6, 33]"
2017,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3507],[57],"[11, 24]"
2013,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[915, 1009, 1466]",[57],[25]
2017,119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[1073, 2509]","[31, 37, 77]","[12, 26, 33]"
2018,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[0],[103],"[12, 23]"
2018,66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[851, 1986]",[12],[22]
2018,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3158],[57],"[7, 16, 17]"
2018,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[216],[103],"[11, 12, 33]"
2018,88,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[759],"[27, 58, 115]","[16, 25]"
2016,109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[1371],[34],"[17, 25]"
2017,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3130],[57],"[11, 16, 24]"
2016,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2713],"[34, 140]","[11, 12, 24]"
2019,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[1304, 2828, 3125]",[12],"[6, 12, 23]"
2010,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[180],[57],"[2, 11, 33]"
2016,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[2962],[57],[23]
2016,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1004],"[76, 115, 149]","[7, 17]"
2013,77,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[912],[57],[22]
2016,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3156],[57],[23]
2018,90,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2687],"[37, 39, 138]","[12, 33]"
2019,130,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1960],"[21, 115]","[26, 33]"
1978,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[358, 1386]",[113],"[7, 12]"
1978,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1074],[113],"[7, 12, 13]"
2019,83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2771],[0],"[26, 30]"
2019,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[600],[21],[10]
2019,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[154],[0],[22]
2008,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1227],[17],"[12, 14, 24]"
2010,102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1227],[17],"[12, 14, 24]"
2011,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[26],[17],"[12, 21]"
2017,103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[462, 3357]",[161],"[11, 12, 33]"
2006,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[339],[57],[21]
2012,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[3317],[57],[22]
2012,69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3317],[57],[22]
2012,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[154],[57],[22]
2019,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2822],"[19, 32]","[7, 16]"
2013,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[2051, 3504]",[0],"[17, 25]"
2013,126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2351],[57],"[2, 28, 33]"
2016,112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3464],[57],"[11, 33]"
2005,82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3094],[22],[32]
2012,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3094],[22],[24]
2010,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[854],[57],"[11, 33]"
1975,101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[425],[113],"[7, 12, 16]"
2017,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3380],"[27, 137]","[1, 12, 24]"
2017,93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3501],[19],[23]
2017,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1590],[57],"[2, 11, 24]"
2018,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[851, 1986]",[161],[22]
2018,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2614],[57],"[7, 16, 28]"
2018,101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1807],"[22, 115]",[23]
2018,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1511],[57],"[11, 21]"
2018,111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2436],[103],"[11, 12, 33]"
2019,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[355],"[38, 135]","[12, 21]"
2019,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2294],"[27, 137]","[1, 12, 24]"
2015,57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2666],[19],"[12, 23]"
2016,107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1535],"[19, 115]","[2, 33]"
2019,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3065],[12],"[11, 12, 33]"
2015,128,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[31],[19],"[12, 23, 29]"
2015,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1860],[57],"[7, 17]"
2015,113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2018],"[37, 57, 140]","[12, 26, 33]"
2015,108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3422],[19],"[11, 12, 33]"
2013,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[238],"[57, 76, 143]","[7, 16]"
2015,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[131, 3526]",[57],"[11, 33]"
2015,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2357],[57],"[11, 26, 33]"
2007,82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[814],[17],"[7, 12]"
2015,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2403],"[21, 40, 45, 71]","[7, 16]"
2015,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1748],"[19, 62]","[7, 12, 16]"
2015,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[987],[57],"[11, 33]"
2010,122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[706],[17],"[7, 12]"
2012,108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[94],[17],"[7, 12, 16]"
2009,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[26],[17],"[1, 12, 24]"
2011,103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[26],[17],"[1, 12, 24]"
2015,106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[26],[0],"[1, 12, 24]"
2018,124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2934],[34],"[12, 33]"
2005,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1227],[17],"[12, 14, 24]"
2007,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[2875],[17],"[12, 21]"
2018,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1191],"[29, 57, 96, 133, 143]",[23]
2017,67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2073],[57],[22]
2014,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[256],[57],[10]
2019,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[2273, 2652]",[57],[23]
2018,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[709],[57],[22]
2018,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3080],[103],"[26, 30]"
2014,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3332],[57],[21]
2016,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3013],"[115, 165]","[23, 29]"
2015,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2891],[57],[33]
2018,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[858],[57],"[2, 24]"
2017,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2651],"[31, 115]","[1, 23]"
2009,153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3261],"[82, 115]",[7]
2012,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3389],"[19, 40]","[11, 16, 24]"
2014,125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[955],"[115, 145]","[26, 33]"
2008,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[2308, 2385]",[57],"[17, 25]"
2005,149,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2070],[34],"[2, 12, 33]"
2008,111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3424],"[76, 149]","[7, 12]"
2018,58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[758],[57],[22]
2018,56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[1081, 3575]",[57],[22]
2008,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2572],[113],"[7, 12]"
2013,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1028],[113],"[12, 24]"
2004,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[1210, 1610]","[113, 143]","[7, 12, 17]"
2007,102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3199],"[113, 143]","[7, 12]"
2014,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1414],[57],"[1, 11, 24]"
2014,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[1285, 1598]","[113, 115]","[7, 11, 16]"
2016,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3459],[19],"[12, 26, 33]"
2016,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2971],[57],[24]
2017,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[1014, 2460]",[85],"[12, 24, 29]"
2018,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1915],"[115, 140, 149]","[17, 25]"
2018,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[0],[57],[24]
2018,133,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1194],[111],"[12, 14, 33]"
2014,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2403],[21],"[26, 33]"
2016,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[807],"[40, 92, 110, 144, 147]","[11, 12, 24]"
2017,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3393],"[82, 118]","[12, 33]"
2018,88,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2326],"[115, 118, 149]","[12, 16, 24]"
2014,83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1507],"[108, 115]","[7, 12]"
2019,81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1736],[103],"[12, 24]"
2018,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2752],[57],"[6, 23]"
2018,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[0],[103],"[12, 24]"
2006,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[33],[57],[22]
2014,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2008],[57],"[11, 16, 24]"
2015,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2877],"[60, 97, 115, 140]","[11, 33]"
2014,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[400],[57],"[11, 16, 24]"
2014,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2000],"[22, 60, 140]","[7, 11, 16]"
2014,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1805],"[22, 115]","[26, 30]"
1946,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[805],[57],"[9, 16, 26]"
2019,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[3263],[57],[10]
2013,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2524],[57],"[11, 33]"
2018,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1993],[103],"[12, 23, 29]"
2018,101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[2034, 2372]",[153],"[7, 8, 12]"
2017,63,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2586],[34],[22]
2016,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1249],[21],[23]
2018,136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1671],[34],"[7, 12, 16]"
2018,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[609],[153],"[3, 35]"
2017,116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2830],[103],"[12, 33]"
2015,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[2318, 2945]",[57],"[5, 23]"
2018,161,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2102],[34],"[12, 33]"
2019,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2073],[57],[24]
2018,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[195, 402]",[21],"[6, 23]"
2006,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[3119],[57],"[2, 16, 24]"
2009,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[196, 1810]",[57],[25]
2018,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1697],[57],[10]
2018,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2834],[57],"[26, 33]"
2012,86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1435],[57],"[11, 24]"
2013,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2213],"[21, 35, 37]","[26, 31]"
1985,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[3397],[12],"[12, 13, 24]"
2016,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3035],[57],"[6, 12, 23]"
2012,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1222],"[19, 60, 144, 163]","[11, 33]"
2018,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[1213],[22],"[12, 16, 25]"
2013,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1476],"[19, 115]","[11, 33]"
2016,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1996],[12],"[6, 12, 23]"
2012,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2138],"[37, 57]","[13, 16, 24]"
2018,71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[625],"[100, 115]",[23]
2008,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2195],[34],"[12, 33]"
1993,124,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[0],"[12, 35]","[9, 12, 16]"
2017,108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1477],"[12, 37, 40]","[12, 33]"
2015,87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[549],[57],"[26, 33]"
2013,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[987],[57],"[2, 11, 33]"
2013,108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[744],"[100, 115, 140]","[11, 12, 33]"
2017,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[379],[103],"[2, 12, 33]"
2013,143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1023],[34],"[7, 12, 16]"
2014,116,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2673],[34],"[12, 33]"
2016,106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[117, 1693, 1896, 2065, 2090, 2541, 2696, 2842, 3002]",[57],"[1, 24]"
2015,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[985],"[12, 124, 134]","[6, 12, 24]"
2016,101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1739],[57],"[26, 33]"
2016,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1679],[57],[23]
2013,155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1411],[82],"[7, 12, 16]"
1954,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2844],[57],"[0, 17, 25]"
2015,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3427],"[37, 58, 82, 115, 140]","[11, 12, 33]"
2017,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1533],[57],[32]
2017,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[812],[57],[23]
2017,108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[552],[57],"[11, 33]"
2015,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[611],[21],[7]
2014,78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[223],[57],"[11, 21, 26]"
2018,133,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[751],[27],"[11, 12, 33]"
2018,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1517],[57],"[7, 28]"
2018,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3429],[57],[22]
2013,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[577, 3178]",[57],[22]
2018,75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1050],[161],"[11, 12, 21]"
2014,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[1497, 3566]",[57],"[19, 26]"
2014,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[758],[57],[22]
2015,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1608],[19],[23]
2014,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[758],[57],[22]
2019,105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1277],[103],"[11, 16, 24]"
2019,79,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1662],[57],[33]
2018,106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3562],"[37, 70, 115, 143]","[11, 12, 33]"
2019,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[612],[82],"[12, 26, 33]"
2019,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3343],"[27, 115]",[7]
2008,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3466],[57],"[11, 16, 24]"
2017,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[2902],"[82, 112]","[12, 23]"
2019,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0],[0],"[17, 25]"
2019,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[710],[103],"[12, 23, 29]"
2017,83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[2054],[19],"[12, 26, 33]"
2014,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[1429, 2389]",[57],"[6, 23]"
2016,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[2038],"[19, 37]","[2, 12, 33]"
2015,94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[1851],"[86, 140]","[6, 12, 33]"
2015,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[1798],[57],[22]
1974,112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[3127],[57],"[9, 16, 17]"
2008,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1470],[57],"[11, 33]"
2008,106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2203],"[82, 115, 140]","[7, 28, 35]"
2019,66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3272],[57],[22]
2011,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3088],[57],"[7, 11, 16]"
2006,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[2157],[57],"[19, 26]"
1989,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2920],[57],"[17, 25]"
2016,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1635],[21],"[11, 26, 33]"
1973,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3127],[57],"[9, 11, 16]"
2007,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[972],[57],"[7, 28]"
2008,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1235],"[57, 118]","[2, 33]"
2017,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0],[57],"[25, 27]"
2018,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[334],[57],[23]
2017,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1357],[57],[23]
2017,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2979],[57],[23]
2017,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[2042],[57],[23]
2017,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[3584],[57],[23]
2018,113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1631],[57],[23]
2017,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[1357],[57],[23]
2017,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[1907],[57],[23]
2018,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3539],[57],[23]
2017,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[822, 2187]",[57],[23]
2017,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[0],[57],[23]
2017,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[492],[57],[23]
2017,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[492],[57],[23]
2017,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[840],[57],[23]
2018,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[2816],[57],[23]
2017,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3484],[57],[23]
2018,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[3418],[57],[23]
2018,113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[1981, 2359]",[57],[23]
2012,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[3196],[57],[32]
2009,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2057],[57],"[7, 17]"
1993,126,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[260],[57],"[9, 15, 16]"
2009,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[2094],[57],[25]
1988,134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3409],[57],"[9, 16]"
2012,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[561, 1379]",[19],"[11, 25]"
2000,117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2590],[57],[21]
2009,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[603],"[57, 80]","[17, 25]"
2019,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[673, 2764]",[57],"[11, 21]"
2004,101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[1698],[57],"[7, 17]"
2018,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[12],[57],[24]
2001,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[2376],[57],[7]
1976,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[3127],[57],"[9, 16, 26]"
