type,release_year,rating,duration,director_en,country_en,listed_in_en
Movie,2019,TV-MA,107,[162],"[7, 153]","[2, 34]"
Movie,2013,PG,99,"[364, 998]",[0],"[17, 31]"
Movie,2013,R,126,[3315],[54],"[15, 23, 24]"
Movie,2016,TV-MA,112,[1743],[54],"[23, 28]"
Movie,2005,TV-14,82,[2571],[117],[18]
Movie,2012,TV-14,86,[2571],[117],[26]
Movie,2010,R,105,[1821],[54],"[23, 28]"
Movie,1975,TV-MA,101,[1284],[144],"[2, 8, 34]"
Movie,2017,TV-MA,100,[2050],"[59, 160]","[0, 8, 26]"
Movie,2017,TV-PG,93,[2311],[7],[20]
Movie,2017,TV-MA,84,[113],[54],"[24, 26, 28]"
Movie,2018,TV-MA,57,"[1867, 2429]",[131],[29]
Movie,2018,TV-MA,95,[1776],[54],"[2, 15, 34]"
Movie,2018,TV-14,101,[362],"[102, 117]",[20]
Movie,2018,TV-MA,94,[1153],[54],"[25, 28]"
Movie,2018,TV-MA,111,[1376],[82],"[8, 23, 28]"
Movie,2019,TV-14,100,[382],"[63, 156]","[8, 25]"
Movie,2019,TV-MA,77,[563],"[59, 160]","[0, 8, 26]"
Movie,2015,TV-G,57,[1486],[7],"[8, 20]"
Movie,2016,R,107,[503],"[7, 102]","[23, 24]"
Movie,2019,TV-MA,93,[2440],[66],"[8, 23, 28]"
Movie,2015,R,128,[671],[7],"[8, 20, 27]"
Movie,2015,PG-13,99,[192],[54],"[31, 34]"
Movie,2015,R,113,[3197],"[32, 54, 139]","[8, 13, 23]"
Movie,2015,R,108,[2782],[7],"[8, 23, 28]"
Movie,2013,R,105,[2735],"[45, 54, 150]","[2, 34]"
Movie,2015,R,109,"[62, 3394]",[54],"[23, 28]"
Movie,2015,R,93,[2184],[54],"[13, 23, 28]"
Movie,2007,TV-14,82,[3574],[99],"[8, 34]"
Movie,2015,R,95,[3264],"[36, 58, 76, 154]","[2, 34]"
Movie,2015,R,84,[15],"[7, 34]","[2, 8, 34]"
Movie,2015,R,106,[723],[54],"[23, 28]"
Movie,2010,TV-MA,122,[905],[99],"[8, 34]"
Movie,2012,TV-MA,108,[2939],[99],"[2, 8, 34]"
Movie,2009,TV-14,94,[2276],[99],"[0, 8, 26]"
Movie,2011,TV-MA,103,[2276],[99],"[0, 8, 26]"
Movie,2015,TV-MA,106,[2276],[0],"[0, 8, 26]"
Movie,2018,TV-14,124,[528],[86],"[8, 23]"
Movie,2005,TV-14,92,[1941],[99],"[8, 9, 26]"
Movie,2007,NR,88,[1901],[99],"[8, 25]"
Movie,2018,PG,68,[2793],"[45, 54, 106, 134, 136]",[20]
Movie,2017,TV-MA,67,[3563],[54],[29]
Movie,2014,TV-14,87,[1494],[54],[30]
Movie,2019,TV-MA,114,"[186, 1318]",[54],[20]
Movie,2018,TV-MA,72,[960],[54],[29]
Movie,2018,TV-MA,93,[2618],[82],"[13, 33]"
Movie,2014,R,102,[1882],[54],[25]
Movie,2016,TV-14,91,[2567],"[19, 102]","[20, 27]"
Movie,2015,PG-13,110,[3271],[54],[23]
Movie,2018,TV-14,103,[13],[54],"[24, 26]"
Movie,2017,TV-14,69,[85],"[43, 102]","[0, 20]"
Movie,2009,R,153,[2130],"[102, 125]",[34]
Movie,2012,PG-13,94,[164],"[7, 36]","[2, 26, 28]"
Movie,2014,R,125,[153],"[12, 102]","[13, 23]"
Movie,2008,PG,99,"[1420, 2326]",[54],"[17, 31]"
Movie,2005,TV-PG,149,[2699],[86],"[8, 23, 24]"
Movie,2008,TV-MA,111,[828],"[75, 150]","[8, 34]"
Movie,2018,TV-MA,58,[943],[54],[29]
Movie,2018,TV-MA,56,"[24, 2432]",[54],[29]
Movie,2008,TV-MA,110,[717],[144],"[8, 34]"
Movie,2013,TV-14,98,[2808],[144],"[8, 26]"
Movie,2004,TV-14,106,"[248, 2408]","[45, 144]","[8, 31, 34]"
Movie,2007,TV-14,102,[2656],"[45, 144]","[8, 34]"
Movie,2014,R,89,[2451],[54],"[0, 26, 28]"
Movie,2014,R,95,"[822, 1869]","[102, 144]","[2, 28, 34]"
Movie,2016,TV-MA,110,[2981],[7],"[8, 13, 23]"
Movie,2016,TV-14,87,[2407],[54],[26]
Movie,2017,TV-14,93,"[288, 2475]",[133],"[8, 26, 27]"
Movie,2018,PG,92,[1282],"[75, 102, 139]","[17, 31]"
Movie,2018,TV-14,95,[0],[54],[26]
Movie,2018,PG,133,[955],[89],"[8, 9, 23]"
Movie,2014,R,112,[3264],[154],"[13, 23]"
Movie,2016,TV-14,84,[97],"[36, 97, 116, 141, 142]","[8, 26, 28]"
Movie,2017,TV-PG,100,[19],"[108, 125]","[8, 23]"
Movie,2018,TV-PG,88,[1726],"[75, 102, 108]","[2, 8, 26]"
Movie,2014,TV-MA,83,[3425],"[102, 149]","[8, 34]"
Movie,2019,TV-MA,81,[452],[82],"[8, 26]"
Movie,2018,TV-14,77,[740],[54],"[4, 20]"
Movie,2018,TV-MA,85,[0],[82],"[8, 26]"
Movie,2006,NR,85,[1292],[54],[29]
Movie,2014,R,84,[1695],[54],"[2, 26, 28]"
Movie,2015,R,118,[3379],"[85, 88, 102, 139]","[23, 28]"
Movie,2014,R,99,[1593],[54],"[2, 26, 28]"
Movie,2014,R,109,[1511],"[85, 117, 139]","[2, 28, 34]"
Movie,2014,R,103,[263],"[102, 117]","[13, 33]"
Movie,1946,TV-PG,94,[2054],[54],"[2, 11, 13]"
Movie,2019,TV-14,98,[1866],[54],[30]
Movie,2013,R,97,[1846],[54],"[23, 28]"
Movie,2018,TV-14,105,[2234],[82],"[8, 20, 27]"
Movie,2018,TV-14,101,"[624, 3487]",[83],"[8, 10, 34]"
Movie,2017,TV-MA,63,[2337],[86],[29]
Movie,2016,TV-PG,94,[2271],[154],[20]
Movie,2018,TV-14,136,[2668],[86],"[2, 8, 34]"
Movie,2018,PG,103,[274],[83],"[6, 35]"
Movie,2017,TV-MA,116,[3221],[82],"[8, 23]"
Movie,2015,TV-14,92,"[59, 3285]",[54],"[5, 20]"
Movie,2018,TV-PG,161,[1881],[86],"[8, 23]"
Movie,2019,TV-14,32,[3563],[54],[26]
Movie,2018,TV-MA,86,"[1091, 3185]",[154],"[4, 20]"
Movie,2006,PG-13,107,[3228],[54],"[2, 24, 26]"
Movie,2009,G,98,"[247, 319]",[54],[17]
Movie,2018,TV-14,83,[768],[54],[30]
Movie,2018,TV-MA,77,[1167],[54],"[13, 23]"
Movie,2012,R,86,[2985],[54],"[26, 28]"
Movie,2013,R,91,[2875],"[32, 129, 154]","[13, 22]"
Movie,1985,NR,95,[835],[66],"[8, 14, 26]"
Movie,2016,PG,99,[1634],[54],"[4, 8, 20]"
Movie,2012,PG-13,90,[3556],"[7, 85, 92, 141]","[23, 28]"
Movie,2018,TV-G,88,[3388],[117],"[2, 8, 17]"
Movie,2013,R,85,[2756],"[7, 102]","[23, 28]"
Movie,2016,TV-PG,98,[3447],[66],"[4, 8, 20]"
Movie,2012,R,94,[1461],"[32, 54]","[2, 14, 26]"
Movie,2018,TV-14,71,[702],"[5, 102]",[20]
Movie,2008,TV-14,95,[3203],[86],"[8, 23]"
Movie,1993,TV-MA,124,[0],"[66, 129]","[2, 8, 11]"
Movie,2017,TV-MA,108,[2557],"[32, 36, 66]","[8, 23]"
Movie,2015,R,87,[3072],[54],"[13, 23]"
Movie,2013,R,95,[723],[54],"[23, 24, 28]"
Movie,2013,R,108,[820],"[5, 102, 139]","[8, 23, 28]"
Movie,2017,TV-MA,104,[2814],[82],"[8, 23, 24]"
Movie,2013,TV-14,143,[2795],[86],"[2, 8, 34]"
Movie,2014,TV-14,116,[2175],[86],"[8, 23]"
Movie,2016,NR,106,"[38, 297, 1070, 1370, 1401, 1692, 2707, 3054, 3211]",[54],"[0, 26]"
Movie,2015,NR,100,[1870],"[31, 66, 138]","[4, 8, 26]"
Movie,2016,TV-MA,101,[3299],[54],"[13, 23]"
Movie,2016,TV-MA,117,[2829],[54],[20]
Movie,2013,R,155,[379],[125],"[2, 8, 34]"
Movie,1954,TV-G,120,[882],[54],"[1, 17, 31]"
Movie,2015,R,110,[98],"[26, 32, 102, 125, 139]","[8, 23, 28]"
Movie,2017,TV-PG,14,[703],[54],[18]
Movie,2017,TV-PG,89,[632],[54],[20]
Movie,2017,TV-MA,108,[1270],[54],"[23, 28]"
Movie,2015,R,114,[3609],[154],[34]
Movie,2014,R,78,[3488],[54],"[13, 25, 28]"
Movie,2018,TV-MA,133,[374],[59],"[8, 23, 28]"
Movie,2018,TV-MA,113,[3135],[54],"[15, 34]"
Movie,2018,TV-MA,71,[3122],[54],[29]
Movie,2013,R,75,"[1271, 2857]",[54],[29]
Movie,2018,TV-MA,75,[2891],[131],"[8, 25, 28]"
Movie,2014,PG-13,97,"[1214, 3545]",[54],"[7, 13]"
Movie,2014,TV-MA,59,[943],[54],[29]
Movie,2015,TV-MA,99,[1694],[7],[20]
Movie,2014,TV-MA,74,[943],[54],[29]
Movie,2019,TV-MA,105,[2517],[82],"[2, 26, 28]"
Movie,2019,TV-MA,79,[3242],[54],[23]
Movie,2018,TV-MA,106,[1115],"[32, 45, 84, 102]","[8, 23, 28]"
Movie,2019,TV-MA,90,[2979],[125],"[8, 13, 23]"
Movie,2019,TV-MA,87,[1180],"[59, 102]",[34]
Movie,2008,R,95,[3561],[54],"[2, 26, 28]"
Movie,2017,TV-14,91,[2334],"[125, 130]","[8, 20]"
Movie,2019,TV-Y7,67,[0],[0],"[17, 31]"
Movie,2019,TV-14,106,[2051],[82],"[8, 20, 27]"
Movie,2017,TV-MA,83,[1181],[7],"[8, 13, 23]"
Movie,2014,NR,80,"[2738, 2867]",[54],"[4, 20]"
Movie,2016,UR,103,[3403],"[7, 32]","[8, 23, 24]"
Movie,2015,NR,94,[984],"[8, 139]","[4, 8, 23]"
Movie,2015,TV-MA,92,[2881],[54],[29]
Movie,1974,PG,112,[3562],[54],"[2, 11, 31]"
Movie,2008,R,97,[2243],[54],"[23, 28]"
Movie,2008,PG,106,[3577],"[102, 125, 139]","[6, 15, 34]"
Movie,2019,TV-MA,66,[2136],[54],[29]
Movie,2011,R,106,[190],[54],"[2, 28, 34]"
Movie,2006,PG-13,110,[1092],[54],"[7, 13]"
Movie,1989,PG,102,[575],[54],"[17, 31]"
Movie,2016,R,105,[1261],[154],"[13, 23, 28]"
Movie,1973,R,112,[3562],[54],"[2, 11, 28]"
Movie,2007,PG-13,96,[106],[54],"[15, 34]"
Movie,2008,PG-13,97,[1529],"[54, 108]","[23, 24]"
Movie,2017,TV-G,53,[0],[54],"[16, 17]"
Movie,2018,TV-G,113,[60],[54],[20]
Movie,2017,TV-PG,53,[512],[54],[20]
Movie,2017,TV-PG,54,[1766],[54],[20]
Movie,2017,TV-PG,53,[2354],[54],[20]
Movie,2017,TV-G,54,[2929],[54],[20]
Movie,2018,TV-14,113,[1435],[54],[20]
Movie,2017,TV-G,53,[512],[54],[20]
Movie,2017,TV-PG,53,[1381],[54],[20]
Movie,2018,TV-PG,53,[413],[54],[20]
Movie,2017,TV-14,54,"[571, 1970]",[54],[20]
Movie,2017,TV-PG,54,[0],[54],[20]
Movie,2017,TV-PG,52,[2005],[54],[20]
Movie,2017,TV-PG,54,[2005],[54],[20]
Movie,2017,TV-PG,54,[2035],[54],[20]
Movie,2018,TV-G,53,[2196],[54],[20]
Movie,2017,TV-PG,53,[1725],[54],[20]
Movie,2018,TV-PG,53,[143],[54],[20]
Movie,2018,TV-PG,113,"[152, 2069]",[54],[20]
Movie,2012,TV-G,53,[1017],[54],[18]
Movie,2009,PG,91,[472],[54],"[31, 34]"
Movie,1993,PG-13,126,[2332],[54],"[2, 11, 32]"
Movie,2009,PG,99,[127],[54],[17]
Movie,1988,R,134,[2232],[54],"[2, 11]"
Movie,2012,G,26,"[831, 3368]",[7],"[17, 28]"
Movie,2000,R,117,[49],[54],[25]
Movie,2009,PG,89,[156],"[4, 54]","[17, 31]"
Movie,2019,TV-MA,94,"[769, 2841]",[54],"[25, 28]"
Movie,2004,PG-13,101,[3370],[54],"[31, 34]"
Movie,2018,TV-14,94,[2270],[54],[26]
Movie,2001,R,99,[711],[54],[34]
Movie,1976,R,114,[3562],[54],"[2, 11, 13]"
Movie,2016,TV-Y7,48,[2920],[54],[17]
Movie,2018,TV-14,78,[2121],[154],"[8, 20]"
Movie,2010,R,118,"[1543, 1827]",[54],"[15, 34]"
Movie,2005,PG-13,119,[270],"[54, 139, 142]","[15, 34]"
Movie,2008,PG-13,104,[1687],"[45, 54]","[15, 34]"
Movie,2003,PG-13,98,[2591],"[36, 54, 85]","[31, 34]"
Movie,2006,PG,93,[1217],"[54, 142]","[17, 31]"
Movie,2013,TV-14,61,[1987],"[54, 129]","[8, 20]"
Movie,1967,R,90,[3562],[54],"[2, 11, 28]"
Movie,2017,TV-14,128,[1604],[86],"[2, 31, 34]"
Movie,2006,TV-14,122,[2317],[86],"[2, 8, 26]"
Movie,2013,TV-MA,60,"[201, 1343]",[54],[29]
Movie,2017,TV-14,126,[964],[86],"[2, 8, 26]"
Movie,2003,TV-PG,166,[1408],[86],"[8, 23, 24]"
Movie,2017,TV-14,113,[825],[86],"[8, 26]"
Movie,2018,TV-14,88,[2316],[154],"[13, 23]"
Movie,2017,TV-PG,151,[1069],[86],"[8, 23]"
Movie,2013,TV-14,107,[505],[86],"[2, 8, 26]"
Movie,2017,TV-G,42,[1302],[54],[20]
Movie,2018,TV-MA,94,[2862],[54],"[23, 28, 32]"
Movie,2018,TV-PG,130,[3040],[86],[23]
Movie,2010,TV-PG,87,[2001],[86],"[2, 17, 31]"
Movie,2017,TV-PG,116,[1986],[86],"[8, 23]"
Movie,2006,TV-MA,77,[1707],[54],"[23, 28, 32]"
Movie,2017,TV-14,117,[1404],[86],"[13, 33]"
Movie,2003,R,84,[3269],[54],"[2, 26, 28]"
Movie,2018,TV-14,92,[1522],[86],"[8, 13, 23]"
Movie,2007,TV-PG,130,[2676],[86],"[8, 23, 24]"
Movie,2017,TV-PG,103,[0],[75],"[2, 8, 26]"
Movie,2017,TV-MA,89,[2274],[86],"[8, 23]"
Movie,2017,TV-PG,109,[2579],[86],"[8, 23, 28]"
Movie,2016,TV-14,104,[2218],[86],"[8, 23]"
Movie,2009,TV-14,114,[3495],[86],"[8, 26]"
Movie,2017,TV-14,133,[3472],[86],"[8, 23]"
Movie,2007,TV-PG,101,[1216],"[24, 144]","[8, 23, 24]"
Movie,2005,TV-PG,137,[1818],[86],"[8, 24, 26]"
Movie,2015,TV-MA,88,[3426],[131],"[8, 25]"
Movie,2018,TV-MA,88,[2871],[54],"[26, 28, 32]"
Movie,2017,TV-PG,115,[3029],[43],"[8, 23, 27]"
Movie,2017,TV-14,120,"[39, 299, 1634]",[54],"[4, 20]"
Movie,2017,TV-14,104,[2071],[86],"[8, 23, 24]"
Movie,2008,PG-13,114,[576],[54],"[13, 23]"
Movie,2010,TV-PG,128,[2536],[86],"[2, 8, 26]"
Movie,2017,TV-14,125,[532],[86],"[8, 23]"
Movie,2017,TV-PG,38,[1302],[54],"[8, 20]"
Movie,2017,TV-PG,102,[1635],[75],"[2, 8, 26]"
Movie,2017,TV-MA,96,"[2855, 3421]",[54],"[20, 27]"
Movie,2018,TV-MA,94,[2663],[86],"[8, 23, 28]"
Movie,2014,TV-PG,89,[91],[54],"[23, 24]"
Movie,2012,TV-PG,97,[300],[59],"[2, 8, 26]"
Movie,2011,PG,95,[3388],[117],"[2, 4, 17]"
Movie,2016,TV-PG,106,[77],"[3, 54]",[17]
Movie,1966,TV-PG,116,[664],[86],"[8, 23, 27]"
Movie,2017,TV-MA,91,[3094],"[66, 129]","[8, 13, 23]"
Movie,2017,TV-PG,90,[1489],[154],"[17, 31]"
Movie,2018,TV-MA,86,[2266],[65],[29]
Movie,2016,TV-MA,97,[1379],[54],[25]
Movie,2015,TV-PG,170,[3145],[56],"[8, 23, 24]"
Movie,1971,TV-PG,153,[788],[86],"[2, 8, 11]"
Movie,2013,TV-MA,104,[1569],[86],"[8, 23, 28]"
Movie,2012,TV-14,162,"[862, 1790]",[86],"[8, 34]"
Movie,1962,TV-PG,163,[664],[86],"[2, 8, 26]"
Movie,2016,TV-14,106,[1682],[82],"[13, 33]"
Movie,2016,TV-MA,108,[1245],[75],"[8, 13, 23]"
Movie,2013,TV-MA,130,[2655],[56],"[8, 34]"
Movie,2015,TV-14,133,[1250],[56],"[8, 24, 26]"
Movie,1994,TV-14,148,[2659],[86],"[8, 23]"
Movie,2016,TV-PG,105,[1305],[82],"[17, 31]"
Movie,2013,TV-MA,58,"[1156, 1398, 2581, 3167]",[72],"[8, 20]"
Movie,2016,TV-MA,87,[972],[54],[29]
Movie,2015,NR,81,[954],[54],"[23, 28]"
Movie,2015,NR,96,[1848],[143],"[8, 23]"
Movie,2006,TV-PG,52,"[2060, 2142]",[54],"[8, 20]"
Movie,2014,NR,114,[1952],[101],"[13, 33]"
Movie,2015,NR,105,"[639, 1003, 1252, 1264, 1629, 2052, 2344, 2441, 3134, 3198, 3349]",[86],"[8, 23, 28]"
Movie,2015,NR,157,[3449],"[13, 44, 98, 128]","[8, 23]"
Movie,2020,TV-MA,97,[765],[54],"[31, 34]"
Movie,2019,TV-14,75,[417],[7],"[4, 20]"
Movie,2018,TV-14,91,"[624, 3487]",[83],"[8, 10, 34]"
Movie,2018,TV-14,117,[2903],[86],"[2, 8, 26]"
Movie,2018,PG-13,135,[1273],[54],"[6, 15, 34]"
Movie,2018,PG-13,135,[1273],[54],"[6, 15, 34]"
Movie,2016,R,91,[1219],"[54, 85]","[25, 28]"
Movie,2017,TV-PG,63,[1763],[54],[20]
Movie,2017,TV-14,135,[3076],[86],"[8, 13, 25]"
Movie,1998,R,95,[531],[7],"[20, 27]"
Movie,2013,R,112,[1737],[54],"[13, 25]"
Movie,2016,TV-MA,74,[24],[54],[29]
Movie,2017,R,92,[604],[54],"[23, 28]"
Movie,2020,TV-MA,102,[1546],[82],"[2, 8, 26]"
Movie,2010,PG-13,103,[3484],"[32, 54, 130, 139]","[24, 34]"
Movie,2018,TV-PG,75,"[3286, 3503]",[154],"[8, 20]"
Movie,2018,TV-14,95,[2143],[107],"[8, 23, 28]"
Movie,2018,TV-PG,82,[2580],"[86, 120]","[2, 8, 26]"
Movie,2015,TV-MA,94,[125],[54],"[20, 27]"
Movie,2016,PG-13,84,[477],"[7, 23, 97, 100]","[8, 13, 25]"
Movie,2016,TV-14,88,[3309],"[54, 85]",[20]
Movie,2017,TV-14,98,[3311],[54],"[2, 17]"
Movie,2016,TV-PG,82,[2974],[54],"[20, 32]"
Movie,2013,TV-Y7-FV,22,[3074],[54],[17]
Movie,2016,TV-14,141,[404],[86],"[8, 23]"
Movie,2016,TV-PG,124,[3415],[124],"[4, 8, 23]"
Movie,2017,TV-MA,106,[410],[0],"[8, 31, 34]"
Movie,2016,TV-14,86,[2020],[124],"[8, 23, 24]"
Movie,2015,TV-14,115,[3506],[124],"[8, 24, 26]"
Movie,2017,TV-MA,99,[1449],[7],"[13, 25]"
Movie,1999,TV-14,101,[2233],[99],"[8, 24, 25]"
Movie,2013,TV-MA,142,[1552],[124],"[8, 23]"
Movie,2016,PG-13,97,[2835],[54],"[13, 25]"
Movie,2015,TV-14,83,"[65, 613, 753, 1094, 1531, 2070, 2241, 2546, 2753, 3259]",[54],"[26, 28]"
Movie,2016,NR,95,[227],[89],"[2, 8, 26]"
Movie,2014,TV-MA,117,[656],"[27, 72, 92]","[8, 13, 26]"
Movie,2016,TV-MA,100,[3087],[154],"[8, 34]"
Movie,2018,TV-14,102,[2301],"[27, 94, 160]","[8, 23, 28]"
Movie,2018,TV-MA,122,[468],[0],"[8, 23, 27]"
Movie,2018,TV-PG,95,[3304],[143],"[2, 26, 28]"
Movie,2016,PG,75,[2770],[54],"[15, 17]"
Movie,2018,TV-14,92,[1164],[7],[23]
Movie,2018,TV-14,110,[1223],[148],"[0, 8, 26]"
Movie,2017,TV-PG,106,[1478],[0],"[16, 17]"
Movie,2017,TV-MA,120,[2587],"[75, 150]","[2, 8, 26]"
Movie,2018,TV-MA,83,[1805],[54],"[4, 20]"
Movie,2014,PG,123,[1464],"[4, 54, 134]","[2, 26]"
Movie,2017,TV-PG,96,[2685],[125],"[8, 20]"
Movie,2017,TV-MA,78,[24],[54],[29]
Movie,2015,NR,87,[109],[131],"[8, 23]"
Movie,2010,TV-14,56,[3154],[0],"[8, 23]"
Movie,2008,TV-PG,141,[2882],[86],"[8, 9, 23]"
Movie,2016,R,97,"[126, 3515]","[27, 54]","[2, 26, 28]"
Movie,2018,PG,118,[1471],[54],"[17, 31]"
Movie,2008,PG,95,[3343],[54],"[2, 4, 26]"
Movie,2010,TV-14,127,[2397],"[81, 86]","[8, 23, 27]"
Movie,1998,TV-G,69,[3361],[54],[29]
Movie,2014,TV-Y7,74,"[722, 995]",[54],[17]
Movie,2020,TV-14,90,[1441],[131],"[8, 24, 26]"
Movie,2002,TV-MA,156,[2548],[86],"[13, 33]"
Movie,1986,PG-13,103,[1815],[54],"[11, 14, 31]"
Movie,2018,R,120,[3001],[117],"[15, 34]"
Movie,2018,PG,96,[139],"[5, 25, 32, 36, 130]","[8, 9, 20]"
Movie,2017,TV-MA,69,[1424],[54],[29]
Movie,2018,PG-13,118,[3228],[54],"[15, 31, 34]"
Movie,2017,TV-14,74,[316],[86],"[8, 23, 28]"
Movie,2019,TV-14,91,[1274],[0],[29]
Movie,2018,TV-MA,137,[1369],[135],"[8, 23]"
Movie,2018,TV-MA,86,[690],[82],"[8, 15, 23]"
Movie,2017,TV-14,108,"[941, 2164]",[82],"[2, 9, 26]"
Movie,2017,TV-MA,91,[1631],[0],"[8, 20]"
Movie,2017,TV-14,68,[1301],[54],[20]
Movie,2017,TV-MA,92,[623],[54],[20]
Movie,2016,TV-14,99,[3588],[59],"[8, 26]"
Movie,2018,TV-MA,106,[3575],[0],[20]
Movie,2012,TV-14,125,[1089],"[124, 156]","[8, 23, 24]"
Movie,2018,TV-14,114,[2766],[86],"[8, 23, 28]"
Movie,2016,TV-14,143,[1552],[124],"[8, 23]"
Movie,2015,TV-14,121,[401],[124],"[8, 9, 23]"
Movie,2017,TV-14,119,"[682, 1552]",[124],"[8, 9, 23]"
Movie,2011,TV-PG,47,[0],"[7, 36, 85, 102, 129, 137]",[18]
Movie,2011,TV-PG,52,[0],"[7, 36, 85, 102, 129, 137]",[18]
Movie,2017,TV-MA,91,[956],[7],"[13, 15, 33]"
Movie,2002,R,108,[531],[7],"[20, 27]"
Movie,2018,TV-MA,150,[2565],[63],"[8, 23]"
Movie,2018,TV-MA,102,[3109],[54],[26]
Movie,2018,TV-MA,61,[3605],[71],[29]
Movie,2018,TV-MA,57,[0],[131],[29]
Movie,2014,PG,85,"[794, 3186]",[59],[17]
Movie,2018,TV-MA,49,"[1867, 2429]",[66],[29]
Movie,2017,,37,[0],[0],[18]
Movie,2018,TV-MA,88,"[3294, 3597]","[82, 160]","[8, 25]"
Movie,2018,TV-MA,105,[2729],"[66, 129]","[8, 26]"
Movie,2019,TV-MA,119,[0],"[36, 54]","[8, 34]"
Movie,2017,R,87,[610],"[60, 102]","[8, 34]"
Movie,2016,TV-MA,102,[3570],[89],"[8, 23]"
Movie,2018,PG,97,[2368],[54],"[17, 31]"
Movie,2018,TV-MA,96,"[484, 1871]",[66],"[8, 23, 27]"
Movie,2017,TV-MA,85,[3416],[59],"[8, 26, 28]"
Movie,2018,TV-MA,59,"[1867, 2429]",[118],[29]
Movie,2017,PG-13,97,[2877],[54],"[2, 24, 26]"
Movie,2017,TV-MA,67,[430],[54],[29]
Movie,2014,TV-PG,93,[2086],[54],[20]
Movie,2009,PG,91,[887],"[82, 102, 139]","[15, 17, 31]"
Movie,2014,R,104,[2027],"[75, 150]","[8, 15, 34]"
Movie,2016,PG-13,77,[2403],[54],"[26, 28]"
Movie,2018,TV-MA,63,[1710],[54],[29]
Movie,2017,TV-MA,57,[2122],[59],[29]
Movie,2015,TV-MA,72,[0],[0],[29]
Movie,2017,TV-MA,69,"[170, 337]",[0],"[8, 20]"
Movie,2017,R,86,[3122],[54],[26]
Movie,2016,TV-MA,92,"[1867, 2429]",[131],[29]
Movie,2016,NR,78,[636],[66],"[8, 24, 26]"
Movie,2016,NR,130,[2803],[86],"[8, 23]"
Movie,2017,TV-MA,80,[1943],[54],[26]
Movie,2017,TV-PG,129,[405],[86],"[8, 23, 24]"
Movie,1975,PG,92,"[270, 1457]",[7],"[1, 31, 34]"
Movie,2017,TV-MA,89,[1784],[54],"[0, 20]"
Movie,2017,TV-14,86,[713],[54],"[2, 26, 28]"
Movie,2015,TV-14,52,"[969, 2535]",[59],"[8, 20]"
Movie,1994,TV-PG,49,[2550],[7],[20]
Movie,2018,TV-PG,62,[3605],[54],[29]
Movie,2018,TV-14,108,[1947],[54],[26]
Movie,2018,TV-MA,95,"[2464, 3256]",[54],"[13, 25]"
Movie,2016,R,90,[3448],[54],"[26, 28]"
Movie,2013,R,91,[590],"[32, 36, 54, 90, 139]","[23, 28]"
Movie,2019,TV-MA,95,[0],"[7, 102]","[8, 34]"
Movie,2019,TV-MA,98,[2578],[54],[20]
Movie,2019,TV-14,96,[34],[54],"[15, 23]"
Movie,2018,NC-17,83,[0],[54],"[26, 28]"
Movie,2018,TV-PG,96,[2371],[89],"[8, 20]"
Movie,2019,TV-MA,90,[2741],[131],"[8, 20]"
Movie,2018,TV-MA,97,[2942],[86],"[8, 23, 28]"
Movie,2017,TV-MA,99,[1165],[7],"[8, 13, 22]"
Movie,2016,TV-14,93,[772],[54],[20]
Movie,2020,TV-MA,121,[758],[0],"[13, 23]"
Movie,2018,TV-MA,62,"[1867, 2429]",[118],[29]
Movie,2017,TV-MA,66,[1224],[54],[29]
Movie,2017,R,93,[603],[54],"[15, 34]"
Movie,2013,TV-MA,105,[90],"[7, 42, 102]","[8, 20]"
Movie,2019,TV-MA,78,[2642],[54],[25]
Movie,2010,R,109,[1861],[54],"[26, 27]"
Movie,2011,PG,95,[996],"[24, 29, 54, 85, 134, 139]","[17, 31]"
Movie,2019,TV-MA,86,[1835],[54],"[23, 28]"
Movie,2015,R,132,[605],"[7, 32, 102]","[8, 13, 23]"
Movie,2019,TV-14,107,[3233],[83],"[6, 10, 34]"
Movie,2015,R,122,[84],"[7, 102]",[23]
Movie,2018,TV-PG,99,[0],[54],[23]
Movie,2010,PG-13,94,"[1872, 2948]",[54],"[15, 34]"
Movie,2009,R,106,"[377, 879]","[32, 54, 139]","[26, 28]"
Movie,2013,R,117,[1197],[54],"[23, 28, 32]"
Movie,2018,TV-MA,60,[0],[54],[29]
Movie,2008,PG-13,119,[457],"[102, 154]",[23]
Movie,2016,TV-MA,90,[1575],"[7, 129, 160]","[8, 25]"
Movie,2002,PG,88,[1217],"[36, 54]","[17, 31]"
Movie,2018,TV-14,95,[342],[86],"[8, 23, 28]"
Movie,2019,TV-MA,108,[2444],[82],"[8, 13, 23]"
Movie,2017,R,99,[2661],[112],"[13, 15, 33]"
Movie,2019,R,95,[804],[54],[23]
Movie,2019,TV-MA,103,[588],[54],"[28, 34]"
Movie,2000,PG-13,89,[1191],"[85, 102, 125, 139]","[2, 31, 34]"
Movie,2017,TV-14,90,[2115],[54],[20]
Movie,2016,TV-14,88,[3011],[56],"[8, 23]"
Movie,2018,TV-14,105,[0],[86],"[8, 13, 26]"
Movie,2017,TV-14,118,[826],[56],"[8, 26]"
Movie,2019,TV-PG,86,[555],[54],"[13, 22]"
Movie,2018,TV-14,127,[783],[86],"[13, 33]"
Movie,2018,TV-14,88,[2006],[54],[30]
Movie,2017,TV-14,125,[1433],[86],"[2, 8, 34]"
Movie,2018,TV-14,116,[2260],[56],"[8, 25]"
